Complaint,DateOccur,Crime,Description,ILEADSAddress,ILEADSStreet,Generic Crime,Latitude,Longitude
20-056695,12/16/2020 16:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",8518,WATER,Larceny,38.6270025,-90.1994042
20-056778,12/16/2020 16:00,91303,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,5223,PALM,Simple Assault,38.6270025,-90.1994042
20-056778,12/16/2020 16:00,91303,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,5223,PALM,Simple Assault,38.6270025,-90.1994042
20-056778,12/16/2020 16:00,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5223,PALM,Other Crime,38.6270025,-90.1994042
20-056620,12/16/2020 16:20,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",33,SARAH,Larceny,38.6270025,-90.1994042
20-056612,12/16/2020 16:24,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1434,PEABODY,Aggravated Assault,38.6172095,-90.2068397
20-056612,12/16/2020 16:24,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1434,PEABODY,Aggravated Assault,38.6172095,-90.2068397
20-056601,12/16/2020 16:25,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,nan,,Weapons Offense,38.6270025,-90.1994042
20-056602,12/16/2020 16:51,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056725,12/16/2020 17:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4965,THOLOZAN,Larceny,38.5946054,-90.2808196
20-056608,12/16/2020 17:00,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3543,,Other Crime,38.6270025,-90.1994042
20-057548,12/16/2020 17:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",5706,PAMPLIN,Larceny,38.7117601,-90.2503558
20-056693,12/16/2020 17:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,425,LINDELL,Larceny,38.6437354,-90.2639823
20-056609,12/16/2020 17:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056607,12/16/2020 17:25,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,76,HALL,Simple Assault,38.6270025,-90.1994042
20-056685,12/16/2020 17:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,7,,Simple Assault,38.6210228,-90.1942798
20-056685,12/16/2020 17:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,7,,Simple Assault,38.6210228,-90.1942798
20-056636,12/16/2020 17:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,71,RUSSELL,Larceny,38.6090184,-90.3529922
20-056733,12/16/2020 17:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4243,LACLEDE,Larceny,38.6361116,-90.2418535
20-056610,12/16/2020 17:30,265321,LEAVING SCENE OF ACCIDENT                         ,3599,CONNECTICUT,Other Crime,38.6270025,-90.1994042
20-056619,12/16/2020 17:37,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ,2607,GRAVOIS,Other Assault,38.5895694,-90.255657
20-056630,12/16/2020 18:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5231,RIDGE,Simple Assault,38.6270025,-90.1994042
20-056637,12/16/2020 18:00,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,102,LOUGHBOROUGH,Other Crime,38.561416,-90.2657746
20-056649,12/16/2020 18:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",1,GOVERNMENT,Larceny,38.6270025,-90.1994042
20-056650,12/16/2020 18:10,67701,LARCENY-FROM BUILDING UNDER $500                  ,212,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-056617,12/16/2020 18:15,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,4611,LOUIS,Drug Possession,38.6546572,-90.2537968
20-056647,12/16/2020 18:15,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,63,CLAYTON,Motor Vehicle Theft,38.6425518,-90.3237263
20-056627,12/16/2020 18:19,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,14,PEABODY,Aggravated Assault,38.6172095,-90.2068397
20-056622,12/16/2020 18:30,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,911,LOCUST,Weapons Offense,38.6270025,-90.1994042
20-056626,12/16/2020 18:30,42014,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC          ,4737,GREER,Other Assault,38.6589518,-90.2230546
20-056682,12/16/2020 19:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4066,LINDELL,Larceny,38.6437354,-90.2639823
20-056688,12/16/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,9127,CHURCH,Motor Vehicle Theft,38.6270025,-90.1994042
20-056641,12/16/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4099,CHOUTEAU,Motor Vehicle Theft,38.6237125,-90.2257213
20-057013,12/16/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,471,EICHELBERGER,Motor Vehicle Theft,38.5818606,-90.3140168
20-056629,12/16/2020 19:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,8555,RIVERVIEW,Destruction of Property,38.7707078,-90.1799368
20-056632,12/16/2020 19:10,51211,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED         ,8683,ORIOLE,Burglary,38.7048326,-90.2477111
20-057730,12/16/2020 19:17,69702,LARCENY-ALL OTHER UNDER $500                      ,4259,IOWA,Larceny,38.5968413,-90.2282373
20-056638,12/16/2020 19:30,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4575,COTE BRILLIANTE,Other Crime,38.6518211,-90.2299866
20-056634,12/16/2020 19:45,265321,LEAVING SCENE OF ACCIDENT                         ,999,2ND,Other Crime,38.6270025,-90.1994042
20-056639,12/16/2020 19:50,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3315,OSAGE,Simple Assault,38.6270025,-90.1994042
20-056780,12/16/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3367,MACKLIND,Larceny,38.6370365,-90.2780453
20-056704,12/16/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,811,SPRUCE,Larceny,38.6270025,-90.1994042
20-056651,12/16/2020 20:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4,JEFFERSON,Destruction of Property,38.6218094,-90.2187716
20-056796,12/16/2020 20:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3022,CLARENCE,Larceny,38.6726944,-90.232316
20-056895,12/16/2020 20:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,2917,COMPTON,Larceny,38.5969205,-90.2364301
20-056699,12/16/2020 20:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,493,NEOSHO,Burglary,38.6270025,-90.1994042
20-056645,12/16/2020 20:15,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056642,12/16/2020 20:29,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",nan,,Other Crime,38.6270025,-90.1994042
20-057001,12/16/2020 21:00,73313,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,1217,BARTON,Motor Vehicle Theft,38.6270025,-90.1994042
20-056652,12/16/2020 21:15,265321,LEAVING SCENE OF ACCIDENT                         ,nan,GOODFELLOW LILLIAN,Other Crime,38.701151,-90.263777
20-056655,12/16/2020 21:45,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",8,PINE,Other Assault,38.6280451,-90.1922967
20-056656,12/16/2020 21:50,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,nan,,Drug Possession,38.6270025,-90.1994042
20-056793,12/16/2020 22:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3822,KINGSHIGHWAY,Simple Assault,38.6688592,-90.2570703
20-056697,12/16/2020 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,72,OLIVE,Larceny,38.6270025,-90.1994042
20-056789,12/16/2020 22:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",5311,NOTTINGHAM,Larceny,38.5870317,-90.2988096
20-056676,12/16/2020 23:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,nan,,Larceny,38.6270025,-90.1994042
20-056711,12/16/2020 23:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,13,CHARLES,Larceny,38.5980107,-90.2151373
20-056660,12/16/2020 23:02,265321,LEAVING SCENE OF ACCIDENT                         ,2001,VANDEVENTER,Other Crime,38.6501155,-90.2408846
20-056662,12/16/2020 23:25,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-056672,12/17/2020 0:01,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4529,ADELAIDE,Other Crime,38.6783252,-90.2135908
20-056666,12/17/2020 0:05,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1211,SOULARD,Destruction of Property,38.6052421,-90.2084282
20-056664,12/17/2020 0:09,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5003,GOODFELLOW,Motor Vehicle Theft,38.6762544,-90.2737423
20-056665,12/17/2020 0:20,64701,LARCENY-FROM MTR VEH UNDER $500                   ,nan,,Larceny,38.6270025,-90.1994042
20-056667,12/17/2020 0:35,31211,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL         ,nan,,Robbery,38.6270025,-90.1994042
20-056671,12/17/2020 1:15,266510,PUBLIC ORDER-TRESPASSING                          ,401,14TH,Other Crime,38.6270025,-90.1994042
20-056694,12/17/2020 2:32,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,3258,JEFFERSON,Burglary,38.6218094,-90.2187716
20-056887,12/17/2020 4:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,432,FOREST PARK,Destruction of Property,38.6444901,-90.2831478
20-056684,12/17/2020 4:00,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,13,BIDDLE,Other Assault,38.5980107,-90.2151373
20-056678,12/17/2020 4:40,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,82,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-056883,12/17/2020 4:49,69702,LARCENY-ALL OTHER UNDER $500                      ,2625,11TH,Larceny,38.6270025,-90.1994042
20-056681,12/17/2020 5:08,67701,LARCENY-FROM BUILDING UNDER $500                  ,732,GRAVOIS,Larceny,38.5895694,-90.255657
20-056679,12/17/2020 5:15,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3811,MERAMEC,Motor Vehicle Theft,38.4583066,-90.3981995
20-056759,12/17/2020 5:18,69702,LARCENY-ALL OTHER UNDER $500                      ,2423,13TH,Larceny,38.6270025,-90.1994042
20-056680,12/17/2020 5:25,71040,AUTO THEFT-PERM RETNT/ATTEMPT                     ,5526,MILENTZ,Motor Vehicle Theft,38.5790339,-90.2856285
20-056765,12/17/2020 7:00,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,5149,,Burglary,38.6270025,-90.1994042
20-056691,12/17/2020 7:15,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,38,GREER,Motor Vehicle Theft,38.6589518,-90.2230546
20-056836,12/17/2020 8:00,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",93,KINGSHIGHWAY,Other Crime,38.6688592,-90.2570703
20-056804,12/17/2020 8:05,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1441,PEABODY,Burglary,38.6172095,-90.2068397
20-056727,12/17/2020 8:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,81,WATER,Destruction of Property,38.6270025,-90.1994042
20-058295,12/17/2020 9:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,551,PERSHING,Larceny,38.6460148,-90.2605466
20-057167,12/17/2020 9:00,112020,FRAUD-CREDIT DEVICE/UNDER $150                    ,3322,NORMA,Fraud,38.6270025,-90.1994042
20-056702,12/17/2020 9:28,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4525,LOUISIANA,Motor Vehicle Theft,38.5896272,-90.2402664
20-056703,12/17/2020 9:46,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4142,FINNEY,Other Crime,38.6488627,-90.2399651
20-056716,12/17/2020 10:00,63601,"LARCENY-SHOPLIFT $500 - $24,999                   ",461,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-057439,12/17/2020 10:10,67701,LARCENY-FROM BUILDING UNDER $500                  ,5536,PERSHING,Larceny,38.6460148,-90.2605466
20-056712,12/17/2020 10:15,63701,LARCENY-SHOPLIFT UNDER $500                       ,461,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-056715,12/17/2020 10:42,63701,LARCENY-SHOPLIFT UNDER $500                       ,302,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-056714,12/17/2020 11:10,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-057803,12/17/2020 11:20,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,1,PARKVIEW,Larceny,38.5672109,-90.2944782
20-057344,12/17/2020 11:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",44,LINDELL,Larceny,38.6437354,-90.2639823
20-056731,12/17/2020 11:45,266510,PUBLIC ORDER-TRESPASSING                          ,4604,GRAND,Other Crime,38.598089,-90.2429759
20-056717,12/17/2020 11:50,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,,Other Crime,38.6270025,-90.1994042
20-056751,12/17/2020 12:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2916,SIDNEY,Motor Vehicle Theft,38.5834557,-90.3439635
20-057010,12/17/2020 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,7315,MICHIGAN,Larceny,38.6270025,-90.1994042
20-056729,12/17/2020 12:00,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,384,INDIANA,Burglary,38.5967022,-90.2235151
20-056723,12/17/2020 12:00,91124,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC          ",5549,HEBERT,Other Crime,38.726092,-90.3520087
20-057896,12/17/2020 12:00,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,nan,,Other Crime,38.6270025,-90.1994042
20-056736,12/17/2020 12:40,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,5437,SEMPLE,Weapons Offense,38.6765993,-90.2657411
20-056741,12/17/2020 13:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,nan,,Larceny,38.6270025,-90.1994042
20-056735,12/17/2020 13:06,63701,LARCENY-SHOPLIFT UNDER $500                       ,461,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-056863,12/17/2020 13:12,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,333,CARRIE,Motor Vehicle Theft,38.6270025,-90.1994042
20-056748,12/17/2020 13:15,64701,LARCENY-FROM MTR VEH UNDER $500                   ,nan,TAMM CLAYTON,Larceny,38.6272072,-90.2931111
20-056745,12/17/2020 13:35,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",634,WASHINGTON,Larceny,38.6487895,-90.3107962
20-056734,12/17/2020 13:48,250000,LOITERING-BEGGING                                 ,nan,,Other Crime,38.6270025,-90.1994042
20-056742,12/17/2020 13:55,266510,PUBLIC ORDER-TRESPASSING                          ,102,LOUGHBOROUGH,Other Crime,38.561416,-90.2657746
20-058007,12/17/2020 13:59,67701,LARCENY-FROM BUILDING UNDER $500                  ,551,PERSHING,Larceny,38.6460148,-90.2605466
20-056752,12/17/2020 14:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-056744,12/17/2020 14:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",1865,CASS,Larceny,38.6437141,-90.2063823
20-056747,12/17/2020 14:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",nan,GRAND PAGE,Larceny,38.64624999999999,-90.227208
20-056766,12/17/2020 14:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",nan,,Larceny,38.6270025,-90.1994042
20-057553,12/17/2020 14:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5706,PAMPLIN,Larceny,38.7117601,-90.2503558
20-056749,12/17/2020 14:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056756,12/17/2020 14:40,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-057147,12/17/2020 15:00,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,6014,PERSHING,Weapons Offense,38.6460148,-90.2605466
20-056757,12/17/2020 15:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,7915,BROADWAY,Destruction of Property,38.5431081,-90.262614
20-056753,12/17/2020 15:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,nan,,Destruction of Property,38.6270025,-90.1994042
20-057497,12/17/2020 15:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1215,WILMINGTON,Burglary,38.567094,-90.2587106
20-056767,12/17/2020 15:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2114,WYOMING,Motor Vehicle Theft,38.6270025,-90.1994042
20-058413,12/17/2020 15:30,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",4519,PENROSE,Larceny,38.6774241,-90.2402604
20-056782,12/17/2020 15:37,69702,LARCENY-ALL OTHER UNDER $500                      ,694,NASHVILLE,Larceny,38.6265127,-90.2978886
20-056781,12/17/2020 16:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5443,,Destruction of Property,38.6270025,-90.1994042
20-057682,12/17/2020 16:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,41,LINDELL,Destruction of Property,38.6437354,-90.2639823
20-056772,12/17/2020 17:00,265321,LEAVING SCENE OF ACCIDENT                         ,9215,RIVERVIEW,Other Crime,38.7707078,-90.1799368
20-056774,12/17/2020 17:42,265321,LEAVING SCENE OF ACCIDENT                         ,707,KINGSHIGHWAY,Other Crime,38.6688592,-90.2570703
20-057030,12/17/2020 17:47,67701,LARCENY-FROM BUILDING UNDER $500                  ,4519,MCPHERSON,Larceny,38.644206,-90.2513532
20-056975,12/17/2020 18:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3804,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-056840,12/17/2020 18:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",8025,BROADWAY,Larceny,38.5431081,-90.262614
20-056839,12/17/2020 18:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,6705,HANCOCK,Larceny,38.6270025,-90.1994042
20-056794,12/17/2020 18:15,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2948,JAMES COOL PAPA BELL,Destruction of Property,38.6429396,-90.2176036
20-056787,12/17/2020 18:30,182130,DRUGS-POSSESSION/HEROIN                           ,533,DEBALIVIERE,Drug Possession,38.6500325,-90.2784385
20-056786,12/17/2020 18:50,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,RIVERVIEW LILLIAN,Other Crime,38.7707078,-90.1799368
20-056907,12/17/2020 19:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1002,GOODFELLOW,Larceny,38.6762544,-90.2737423
20-057304,12/17/2020 19:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4211,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-056851,12/17/2020 19:00,69702,LARCENY-ALL OTHER UNDER $500                      ,3,SHAW,Larceny,38.6144651,-90.2508774
20-057078,12/17/2020 19:00,71040,AUTO THEFT-PERM RETNT/ATTEMPT                     ,4699,PRIMM,Motor Vehicle Theft,38.5653554,-90.2897417
20-056791,12/17/2020 19:28,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,5521,IDAHO,Drug Possession,38.5677446,-90.2599392
20-056897,12/17/2020 19:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3868,MERAMEC,Destruction of Property,38.4583066,-90.3981995
20-056849,12/17/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,6915,MARQUETTE,Larceny,38.5996719,-90.2960693
20-056797,12/17/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3432,MIAMI,Larceny,38.6117165,-90.2491006
20-056827,12/17/2020 20:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3708,TEXAS,Motor Vehicle Theft,38.6270025,-90.1994042
20-056977,12/17/2020 20:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,111,CHILDRESS,Larceny,38.6033943,-90.2970321
20-056881,12/17/2020 20:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1124,HORNSBY,Larceny,38.7191581,-90.236952
20-056845,12/17/2020 20:30,71030,AUTO THEFT-PERM RETNT/JOY RIDE                    ,161,KINGSHIGHWAY,Motor Vehicle Theft,38.6688592,-90.2570703
20-056800,12/17/2020 20:30,265321,LEAVING SCENE OF ACCIDENT                         ,3206,WINNEBAGO,Other Crime,38.6270025,-90.1994042
20-056802,12/17/2020 21:00,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5508,MARTIN LUTHER KING,Weapons Offense,38.6270025,-90.1994042
20-056834,12/17/2020 21:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",5413,TENNESSEE,Larceny,38.5512248,-90.2687415
20-056810,12/17/2020 21:55,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1416,LASALLE,Other Crime,38.618392,-90.205599
20-056809,12/17/2020 22:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,8534,BROADWAY,Destruction of Property,38.5431081,-90.262614
20-057038,12/17/2020 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,6303,SUTHERLAND,Larceny,38.6270025,-90.1994042
20-056861,12/17/2020 22:11,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1921,MCCAUSLAND,Larceny,38.6087681,-90.3111937
20-056812,12/17/2020 22:11,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056811,12/17/2020 22:20,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3145,KEOKUK,Destruction of Property,38.6270025,-90.1994042
20-056855,12/17/2020 22:30,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,2722,HOWARD,Weapons Offense,38.6270025,-90.1994042
20-056843,12/17/2020 22:30,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,5914,NATURAL BRIDGE,Burglary,38.6729704,-90.2438021
20-056876,12/17/2020 22:30,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,nan,,Larceny,38.6270025,-90.1994042
20-056818,12/17/2020 22:54,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,411,MARGARETTA,Weapons Offense,38.6751328,-90.2420179
20-057043,12/17/2020 23:00,65711,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,6613,IDAHO,Larceny,38.5588982,-90.2558334
20-056813,12/17/2020 23:00,10000,HOMICIDE                                          ,3844,LEE,Homicide,38.6270025,-90.1994042
20-057351,12/18/2020 0:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2707,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057876,12/18/2020 0:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4233,BEETHOVEN,Destruction of Property,38.5876425,-90.2656189
20-057051,12/18/2020 0:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,,Larceny,38.6270025,-90.1994042
20-056817,12/18/2020 0:04,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2,RUTGER,Destruction of Property,38.6159326,-90.2065131
20-056816,12/18/2020 0:15,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056819,12/18/2020 1:10,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4308,MARTIN LUTHER KING,Simple Assault,38.6565273,-90.2451155
20-056826,12/18/2020 1:20,266510,PUBLIC ORDER-TRESPASSING                          ,6049,LUCILLE,Other Crime,38.7054997,-90.2571462
20-056822,12/18/2020 1:30,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1448,10TH,Other Crime,38.6270025,-90.1994042
20-056821,12/18/2020 1:52,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1325,GRAND,Simple Assault,38.598089,-90.2429759
20-056824,12/18/2020 2:24,67701,LARCENY-FROM BUILDING UNDER $500                  ,392,HAMPTON,Larceny,38.5989644,-90.2924434
20-057141,12/18/2020 2:30,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3223,OSCEOLA,Burglary,38.6270025,-90.1994042
20-057146,12/18/2020 4:20,69702,LARCENY-ALL OTHER UNDER $500                      ,674,VERMONT,Larceny,38.5578312,-90.2542291
20-058528,12/18/2020 5:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4761,THRUSH,Motor Vehicle Theft,38.7008404,-90.2442213
20-056831,12/18/2020 5:50,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,48,AUSTRIA,Motor Vehicle Theft,38.6270025,-90.1994042
20-056850,12/18/2020 7:00,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4327,THOLOZAN,Other Crime,38.5946054,-90.2808196
20-057291,12/18/2020 7:00,117000,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,423,GRAVOIS,Other Crime,38.5895694,-90.255657
20-056838,12/18/2020 7:59,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056842,12/18/2020 8:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056846,12/18/2020 9:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,533,PERSHING,Simple Assault,38.6460148,-90.2605466
20-056929,12/18/2020 9:25,32421,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS         ,1034,JULIA,Robbery,38.5513197,-90.2946417
20-056848,12/18/2020 9:47,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
