Complaint,DateOccur,Crime,Description,ILEADSAddress,ILEADSStreet,Generic Crime,Latitude,Longitude
20-056446,12/7/2020 8:00,264100,HEALTH-SANITATION VIOL                            ,22,JEFFERSON,Other Crime,38.6218094,-90.2187716
20-055158,12/7/2020 8:20,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3705,BATES,Motor Vehicle Theft,38.5806219,-90.3260124
20-055174,12/7/2020 9:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4567,DURANT,Destruction of Property,38.6270025,-90.1994042
20-055156,12/7/2020 9:00,265321,LEAVING SCENE OF ACCIDENT                         ,5054,QUEENS,Other Crime,38.6897035,-90.242146
20-055122,12/7/2020 9:00,265321,LEAVING SCENE OF ACCIDENT                         ,1,ADELAIDE,Other Crime,38.6783252,-90.2135908
20-055102,12/7/2020 9:00,265321,LEAVING SCENE OF ACCIDENT                         ,4981,THRUSH,Other Crime,38.7008404,-90.2442213
20-056371,12/7/2020 9:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,11,GRATTAN,Motor Vehicle Theft,38.6270025,-90.1994042
20-055105,12/7/2020 10:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3936,,Destruction of Property,38.6270025,-90.1994042
20-055110,12/7/2020 10:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4494,BESSIE,Destruction of Property,38.6795178,-90.2403035
20-057513,12/7/2020 10:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2835,KEOKUK,Burglary,38.6270025,-90.1994042
20-055111,12/7/2020 10:35,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,,Other Crime,38.6270025,-90.1994042
20-055118,12/7/2020 11:00,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,7848,BANDERO,Weapons Offense,38.5516886,-90.2691948
20-055128,12/7/2020 11:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,321,LOUIS,Destruction of Property,38.6546572,-90.2537968
20-055121,12/7/2020 11:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,466,ADKINS,Destruction of Property,38.5704845,-90.2717326
20-055124,12/7/2020 12:00,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5724,COTE BRILLIANTE,Weapons Offense,38.6518211,-90.2299866
20-055891,12/7/2020 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,957,BELLERIVE,Larceny,38.5646508,-90.249466
20-055313,12/7/2020 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,2901,TAYLOR,Larceny,38.6270025,-90.1994042
20-055296,12/7/2020 12:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",2514,MINNESOTA,Larceny,38.5733968,-90.2389319
20-055233,12/7/2020 12:50,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",2134,COMPTON,Larceny,38.5969205,-90.2364301
20-055145,12/7/2020 13:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,nan,,Simple Assault,38.6270025,-90.1994042
20-055242,12/7/2020 13:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,nan,GRAND PAGE,Larceny,38.64624999999999,-90.227208
20-056408,12/7/2020 13:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,5127,WATERMAN,Larceny,38.6496384,-90.2827587
20-055148,12/7/2020 14:10,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3007,OSAGE,Destruction of Property,38.6270025,-90.1994042
20-055255,12/7/2020 14:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",5754,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-055154,12/7/2020 14:30,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4705,MCMILLAN,Other Crime,38.6537777,-90.2543208
20-055179,12/7/2020 14:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056191,12/7/2020 15:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3021,SIDNEY,Larceny,38.5834557,-90.3439635
20-055198,12/7/2020 15:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,16,PINE,Motor Vehicle Theft,38.6270025,-90.1994042
20-056092,12/7/2020 15:00,52112,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,5451,ARSENAL,Burglary,38.6270025,-90.1994042
20-055162,12/7/2020 15:20,265321,LEAVING SCENE OF ACCIDENT                         ,4,,Other Crime,38.6270025,-90.1994042
20-055205,12/7/2020 15:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,902,BROADWAY,Aggravated Assault,38.5431081,-90.262614
20-055205,12/7/2020 15:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,902,BROADWAY,Aggravated Assault,38.5431081,-90.262614
20-055171,12/7/2020 15:57,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",231,MCCAUSLAND,Larceny,38.6087681,-90.3111937
20-055251,12/7/2020 16:00,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4053,SHREVE,Burglary,38.6798727,-90.2413248
20-055256,12/7/2020 16:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4517,LOUIS,Larceny,38.6546572,-90.2537968
20-055372,12/7/2020 16:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,8617,ORIOLE,Burglary,38.7048326,-90.2477111
20-056737,12/7/2020 16:00,264100,HEALTH-SANITATION VIOL                            ,7915,CHURCH,Other Crime,38.6270025,-90.1994042
20-055168,12/7/2020 16:02,250000,LOITERING-BEGGING                                 ,nan,,Other Crime,38.6270025,-90.1994042
20-055261,12/7/2020 16:20,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",315,9TH,Larceny,38.6270025,-90.1994042
20-055175,12/7/2020 16:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4401,ATHLONE,Motor Vehicle Theft,38.6760977,-90.2269203
20-055186,12/7/2020 16:30,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-055178,12/7/2020 16:45,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-056357,12/7/2020 17:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",4497,PERSHING,Larceny,38.6460148,-90.2605466
20-055182,12/7/2020 17:00,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,52,LOUISANA,Aggravated Assault,38.5896272,-90.2402664
20-055223,12/7/2020 17:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",7036,CLAYTON,Larceny,38.6425518,-90.3237263
20-055295,12/7/2020 17:30,63701,LARCENY-SHOPLIFT UNDER $500                       ,461,CHIPPEWA,Larceny,38.6270025,-90.1994042
20-055231,12/7/2020 18:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,5316,HARNEY,Larceny,38.6886172,-90.2379019
20-055257,12/7/2020 18:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",1,,Larceny,38.6270025,-90.1994042
20-055274,12/7/2020 18:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",7036,CLAYTON,Larceny,38.6425518,-90.3237263
20-055189,12/7/2020 18:10,44015,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,3211,SAINT LOUIS,Other Assault,38.5509602,-90.2559252
20-055229,12/7/2020 18:30,71030,AUTO THEFT-PERM RETNT/JOY RIDE                    ,2232,GRAND,Motor Vehicle Theft,38.598089,-90.2429759
20-055195,12/7/2020 18:30,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,nan,,Aggravated Assault,38.6270025,-90.1994042
20-055228,12/7/2020 18:30,265321,LEAVING SCENE OF ACCIDENT                         ,152,SALISBURY,Other Crime,38.6270025,-90.1994042
20-055240,12/7/2020 19:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,7032,PLAINVIEW,Larceny,38.5906876,-90.3120513
20-055216,12/7/2020 19:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4607,BESSIE,Destruction of Property,38.6795178,-90.2403035
20-055254,12/7/2020 19:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,5228,VERMONT,Larceny,38.5578312,-90.2542291
20-055376,12/7/2020 19:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,4311,MORGANFORD,Larceny,38.5757848,-90.26932
20-056356,12/7/2020 19:26,69702,LARCENY-ALL OTHER UNDER $500                      ,1907,BIDDLE,Larceny,38.6396635,-90.2046971
20-055234,12/7/2020 19:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4275,MAFFITT,Destruction of Property,38.6669359,-90.2493849
20-055210,12/7/2020 19:50,182400,DRUGS-POSSESSION/MARIJUANA                        ,5735,TERRY,Drug Possession,38.5722738,-90.3139888
20-055243,12/7/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3921,HOLLY HILLS,Larceny,38.56744,-90.2608306
20-055207,12/7/2020 20:08,10000,HOMICIDE                                          ,4561,ALICE,Homicide,38.6743426,-90.2188301
20-055203,12/7/2020 20:29,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,617,BATES,Motor Vehicle Theft,38.5806219,-90.3260124
20-055346,12/7/2020 21:15,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4656,VIRGINIA,Larceny,38.6270025,-90.1994042
20-055209,12/7/2020 21:50,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,5719,PAMPLIN,Other Crime,38.7117601,-90.2503558
20-055318,12/7/2020 22:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,726,DOVER,Larceny,38.5672767,-90.256909
20-055292,12/7/2020 22:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4996,OLEATHA,Larceny,38.5966666,-90.2835009
20-055232,12/7/2020 22:30,73413,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,4553,ADKINS,Motor Vehicle Theft,38.5704845,-90.2717326
20-055213,12/7/2020 23:00,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4249,,Other Crime,38.6270025,-90.1994042
20-055360,12/8/2020 0:00,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,,Other Crime,38.6270025,-90.1994042
20-055214,12/8/2020 0:01,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1901,LOUIS,Aggravated Assault,38.6546572,-90.2537968
20-055214,12/8/2020 0:01,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1901,LOUIS,Aggravated Assault,38.6546572,-90.2537968
20-055217,12/8/2020 0:40,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,396,EVANS,Weapons Offense,38.6270025,-90.1994042
20-055226,12/8/2020 1:03,43202,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE      ,37,UNION,Other Assault,38.6270025,-90.1994042
20-055226,12/8/2020 1:03,43202,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE      ,37,UNION,Other Assault,38.6270025,-90.1994042
20-055284,12/8/2020 1:53,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2316,EUCLID,Weapons Offense,38.6482149,-90.2612435
20-055387,12/8/2020 2:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3763,FOREST PARK,Larceny,38.6444901,-90.2831478
20-055218,12/8/2020 2:10,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1421,TAYLOR,Destruction of Property,38.6270025,-90.1994042
20-055239,12/8/2020 2:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",1417,SULLIVAN,Larceny,38.619535,-90.1859602
20-055250,12/8/2020 3:00,51321,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED         ,3401,GOODFELLOW,Burglary,38.6762544,-90.2737423
20-055220,12/8/2020 3:40,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1421,TAYLOR,Larceny,38.6270025,-90.1994042
20-055224,12/8/2020 5:25,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5629,ENRIGHT,Destruction of Property,38.6531035,-90.2669372
20-055236,12/8/2020 5:50,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,843,HALL,Motor Vehicle Theft,38.6270025,-90.1994042
20-055744,12/8/2020 6:30,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5837,SOUTHWEST,Larceny,38.7375946,-90.3570098
20-055265,12/8/2020 6:45,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2225,SIDNEY,Destruction of Property,38.5834557,-90.3439635
20-055238,12/8/2020 7:28,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-055736,12/8/2020 8:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5967,RIDGE,Burglary,38.6270025,-90.1994042
20-055241,12/8/2020 8:20,43016,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,4145,,Other Assault,38.6270025,-90.1994042
20-055316,12/8/2020 8:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5216,CHIPPEWA,Motor Vehicle Theft,38.6270025,-90.1994042
20-055245,12/8/2020 8:31,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4431,DEWEY,Other Crime,38.6303012,-90.3013577
20-055248,12/8/2020 8:50,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-055570,12/8/2020 9:00,69702,LARCENY-ALL OTHER UNDER $500                      ,5579,CHAMBERLAIN,Larceny,38.6614861,-90.2813576
20-055294,12/8/2020 9:00,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5704,NATURAL BRIDGE,Other Crime,38.6729704,-90.2438021
20-055252,12/8/2020 10:00,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5364,MARTIN LUTHER KING,Weapons Offense,38.6270025,-90.1994042
20-056967,12/8/2020 10:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,,Larceny,38.6270025,-90.1994042
20-055413,12/8/2020 10:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,89,NASSAU,Burglary,38.7231314,-90.232243
20-055314,12/8/2020 10:00,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,5424,PLOVER,Aggravated Assault,38.6975788,-90.2523384
20-055314,12/8/2020 10:00,41024,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC           ,5424,PLOVER,Aggravated Assault,38.6975788,-90.2523384
20-055416,12/8/2020 10:13,64701,LARCENY-FROM MTR VEH UNDER $500                   ,2,GRAND,Larceny,38.598089,-90.2429759
20-055272,12/8/2020 10:30,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1604,SEMPLE,Other Crime,38.6765993,-90.2657411
20-055271,12/8/2020 10:48,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3313,WISCONSIN,Motor Vehicle Theft,38.5922574,-90.2210113
20-055279,12/8/2020 10:50,266510,PUBLIC ORDER-TRESPASSING                          ,nan,BROADWAY,Other Crime,38.5431081,-90.262614
20-055392,12/8/2020 11:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5969,SHULTE,Motor Vehicle Theft,38.7069396,-90.2526365
20-055287,12/8/2020 12:00,43203,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE      ,791,MINNESOTA,Other Assault,38.5733968,-90.2389319
20-055481,12/8/2020 12:00,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4487,HUNT,Weapons Offense,38.6270025,-90.1994042
20-055298,12/8/2020 12:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,nan,,Simple Assault,38.6270025,-90.1994042
20-055332,12/8/2020 12:30,67701,LARCENY-FROM BUILDING UNDER $500                  ,6,HAMPTON VILLAGE,Larceny,38.5918377,-90.293537
20-055298,12/8/2020 12:30,91303,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,nan,,Simple Assault,38.6270025,-90.1994042
20-055302,12/8/2020 13:00,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1939,SULLIVAN,Other Crime,38.5938524,-90.2934695
20-055297,12/8/2020 13:13,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3846,GRAND,Simple Assault,38.598089,-90.2429759
20-055309,12/8/2020 13:27,67701,LARCENY-FROM BUILDING UNDER $500                  ,4511,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-055771,12/8/2020 13:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4,KINGSHIGHWAY,Destruction of Property,38.6688592,-90.2570703
20-055326,12/8/2020 13:48,63701,LARCENY-SHOPLIFT UNDER $500                       ,2315,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-055350,12/8/2020 14:00,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3729,MINNESOTA,Aggravated Assault,38.5733968,-90.2389319
20-055324,12/8/2020 14:00,69702,LARCENY-ALL OTHER UNDER $500                      ,5014,NEWPORT,Larceny,38.5791258,-90.2640957
20-055303,12/8/2020 14:00,183999,DRUGS-SALE/OTHR UNSPEC DRUG                       ,47,LEDUC,Other Drug Offense,38.6270025,-90.1994042
20-055430,12/8/2020 15:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1423,LOCUST,Motor Vehicle Theft,38.6270025,-90.1994042
20-055873,12/8/2020 15:00,69702,LARCENY-ALL OTHER UNDER $500                      ,8304,PENNSYLVANIA,Larceny,38.5799626,-90.2363938
20-055400,12/8/2020 15:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5219,CHIPPEWA,Destruction of Property,38.6270025,-90.1994042
20-055306,12/8/2020 15:14,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-055351,12/8/2020 15:20,64701,LARCENY-FROM MTR VEH UNDER $500                   ,6414,,Larceny,38.6270025,-90.1994042
20-055317,12/8/2020 15:26,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,443,GRAND,Destruction of Property,38.598089,-90.2429759
20-055328,12/8/2020 15:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,7,VANDEVENTER,Larceny,38.6501155,-90.2408846
20-055323,12/8/2020 15:50,265321,LEAVING SCENE OF ACCIDENT                         ,4045,TAFT,Other Crime,38.5802963,-90.2541449
20-055449,12/8/2020 16:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1919,GRAND,Destruction of Property,38.598089,-90.2429759
20-055344,12/8/2020 16:30,67701,LARCENY-FROM BUILDING UNDER $500                  ,3415,GRAND,Larceny,38.598089,-90.2429759
20-055348,12/8/2020 17:00,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED         ,5461,,Burglary,38.6270025,-90.1994042
20-055336,12/8/2020 17:45,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,504,BATES VIRGINIA,Motor Vehicle Theft,37.4315734,-78.6568942
20-055511,12/8/2020 18:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4154,CONNECTICUT,Larceny,38.6270025,-90.1994042
20-055339,12/8/2020 18:00,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4742,NATURAL BRIDGE,Other Crime,38.6729704,-90.2438021
20-055547,12/8/2020 18:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,6,GRAND,Larceny,38.598089,-90.2429759
20-055343,12/8/2020 18:40,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,566,KINGSBURY,Armed Robbery,38.6522563,-90.2916273
20-055363,12/8/2020 18:50,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3244,LIBERTY,Destruction of Property,38.6270025,-90.1994042
20-055439,12/8/2020 19:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,3429,DELMAR,Larceny,38.6513457,-90.2605364
20-055349,12/8/2020 19:25,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-055355,12/8/2020 19:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4501,MARYLAND,Motor Vehicle Theft,38.6433268,-90.2547169
20-055356,12/8/2020 19:30,103000,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,6487,MANCHESTER,Other Crime,38.5969977,-90.5092882
20-055395,12/8/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1715,MICHIGAN,Larceny,38.6270025,-90.1994042
20-055375,12/8/2020 20:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3628,MARCELINE,Motor Vehicle Theft,38.57582,-90.2499172
20-055352,12/8/2020 20:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1419,CARROLL,Destruction of Property,38.6025004,-90.2280867
20-055508,12/8/2020 20:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,5008,OLEATHA,Larceny,38.5966666,-90.2835009
20-055491,12/8/2020 20:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,531,EUCLID,Larceny,38.6482149,-90.2612435
20-055427,12/8/2020 20:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",nan,,Larceny,38.6270025,-90.1994042
20-055357,12/8/2020 20:50,182130,DRUGS-POSSESSION/HEROIN                           ,nan,,Drug Possession,38.6270025,-90.1994042
20-055551,12/8/2020 21:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3231,MINNESOTA,Motor Vehicle Theft,38.5733968,-90.2389319
20-055432,12/8/2020 21:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,5,,Larceny,38.6270025,-90.1994042
20-055420,12/8/2020 21:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",5845,SALOMA,Larceny,38.6989756,-90.2600453
20-055596,12/8/2020 21:03,69702,LARCENY-ALL OTHER UNDER $500                      ,3759,DUNNICA,Larceny,38.587768,-90.2485653
20-055364,12/8/2020 21:35,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",nan,,Other Crime,38.6270025,-90.1994042
20-055366,12/8/2020 21:50,265321,LEAVING SCENE OF ACCIDENT                         ,8929,NEWBY,Other Crime,38.6270025,-90.1994042
20-055367,12/8/2020 21:50,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,1019,11TH,Armed Robbery,38.6270025,-90.1994042
20-055466,12/8/2020 22:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,372,LACLEDE,Larceny,38.6361116,-90.2418535
20-055368,12/8/2020 22:08,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,28,S. JEFFERSON,Aggravated Assault,38.6084899,-90.2223089
20-055368,12/8/2020 22:08,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,28,S. JEFFERSON,Aggravated Assault,38.6084899,-90.2223089
20-055373,12/8/2020 22:25,265321,LEAVING SCENE OF ACCIDENT                         ,nan,,Other Crime,38.6270025,-90.1994042
20-055374,12/8/2020 22:35,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3244,LIBERTY,Destruction of Property,38.6270025,-90.1994042
20-055401,12/8/2020 23:00,71030,AUTO THEFT-PERM RETNT/JOY RIDE                    ,nan,,Motor Vehicle Theft,38.6270025,-90.1994042
20-057318,12/8/2020 23:00,69702,LARCENY-ALL OTHER UNDER $500                      ,1907,MARCUS,Larceny,38.6270025,-90.1994042
20-055445,12/8/2020 23:00,73413,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,2336,11TH,Motor Vehicle Theft,38.6270025,-90.1994042
20-055703,12/9/2018 2:00,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,nan,,Simple Assault,38.6270025,-90.1994042
20-057353,12/9/2020 0:01,67701,LARCENY-FROM BUILDING UNDER $500                  ,534,DELMAR,Larceny,38.6513457,-90.2605364
20-055419,12/9/2020 0:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,372,LACLEDE,Larceny,38.6361116,-90.2418535
20-055379,12/9/2020 0:39,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1117,15TH,Other Crime,38.6270025,-90.1994042
20-055378,12/9/2020 0:46,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,6105,DELMAR,Larceny,38.6513457,-90.2605364
20-055382,12/9/2020 1:17,83000,ARSON-KNOWINGLY BURNING/SUCCESS                   ,5121,WABADA,Arson,38.6722326,-90.2697292
